serial_no,facility_name,provider_type,state,lga,city,address,phone,email,accreditation_hint,latitude,longitude,geocode_status,source_url,extracted_at,source_code
nhia_hcp_0106,Abubakar Tafawa Balewa University Teaching Hospital,hospital,Bauchi,,,"Bauchi,Bauchi State",,,NHIA directory code BA/0006/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0006/P
nhia_hcp_0107,ACCS MIR Bauchi,hospital,Bauchi,,,"HQ NAAC Bauchi, Bauchi State.",,,NHIA directory code BA/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0030/P
nhia_hcp_0108,Albashir Clinic & Maternity,clinic,Bauchi,,,"2,Sunday Awoniyi Road GRA Bauchi",,,NHIA directory code BA/0083/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0083/P
nhia_hcp_0109,APEX SPECIALIST-BA/0106/P,hospital,Bauchi,,,,,,NHIA directory code BA/0106/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0106/P
nhia_hcp_0110,Apple Clinic And Maternity,clinic,Bauchi,,,Bauchi state,,,NHIA directory code BA/0090/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0090/P
nhia_hcp_0111,As-Salam Hospital Bauchi,hospital,Bauchi,,,Bauchi,,,NHIA directory code BA/0099/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0099/P
nhia_hcp_0112,Bauchi State Police Clinic,clinic,Bauchi,,,"Bauchi, Bauchi State",,,NHIA directory code BA/0032/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0032/P
nhia_hcp_0113,Bauchi State Specialist Hospital,hospital,Bauchi,,,"Bauchi,tashan babiye",,,NHIA directory code BA/0026/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0026/P
nhia_hcp_0114,DSS Clinic,clinic,Bauchi,,,"Bauchi, Bauchi State",,,NHIA directory code BA/0024/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0024/P
nhia_hcp_0115,Federal Medical Centre - Azare,clinic,Bauchi,,,"NO. 5 Sule Katagum Road, P.M.B. 005, Azare, Bauchi State.",,,NHIA directory code BA/0025/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0025/P
nhia_hcp_0116,GENERAL HOSPITAL TORO,hospital,Bauchi,,,TORO - BAUCHI STATE,,,NHIA directory code BA/0043/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0043/P
nhia_hcp_0117,Mai Jama'A Clinic,clinic,Bauchi,,,"Wunti Street, Bauchi, Bauchi State,",,,NHIA directory code BA/0002/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0002/P
nhia_hcp_0118,NAGARI MEDICAL CLINIC AND MATER,clinic,Bauchi,,,BAUCHI,,,NHIA directory code BA/0098/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0098/P
nhia_hcp_0119,Niima Consultant Hospital - Bauchi,hospital,Bauchi,,,"Niima Close, Off Airport Rd.P.O.Box 3018, Bauchi.",,,NHIA directory code BA/0023/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0023/P
nhia_hcp_0120,Reemee Medicare Nigeria Limited,hospital,Bauchi,,,"6, Rimi Road, GRA Bauchi.",,,NHIA directory code BA/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0005/P
nhia_hcp_0121,Shifa Royal Hospital,hospital,Bauchi,,,BAUCHI STATE,,,NHIA directory code BA/0086/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0086/P
nhia_hcp_0122,SHIFA'A MEDICAL CLINIC,clinic,Bauchi,,,"SULE KATAGUM ROAD, AZARE BAUCHI STATE",,,NHIA directory code BA/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0018/P
nhia_hcp_0123,Urban Mat. & Child Welfare Clinic,clinic,Bauchi,,,"Kofan Ran Bauchi, Bauchi",,,NHIA directory code BA/0004/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BA/0004/P
nhia_hcp_0124,Asueifa New Life Clinic,clinic,Bayelsa,,,"Onopa, Yenagoa",,,NHIA directory code BY/0002/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0002/P
nhia_hcp_0125,CREEK SPECIALIST HOSPITAL.,hospital,Bayelsa,,,,,,NHIA directory code BY/0083/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0083/P
nhia_hcp_0126,Crest Consultants Hospital and Fertility Centre,hospital,Bayelsa,,,"48 Yenagoa road Isaac Boro Express Way, Yenagoa, Bayelsa State.",,,NHIA directory code BY/0004/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0004/P
nhia_hcp_0127,FAMILY CARE CLINIC AND SERVICES-,clinic,Bayelsa,,,Bayelsa state,,,NHIA directory code BY/0085/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0085/P
nhia_hcp_0128,"Federal Medical Centre, Yenagoa",clinic,Bayelsa,,,"Yenagoa, Bayelsa State.",,,NHIA directory code BY/0057/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0057/P
nhia_hcp_0129,FRANK-WEST SPECIALIST HOSPITAL L,hospital,Bayelsa,,,No 35 Imgbe Road Amerata Yenagoa,,,NHIA directory code BY/0013/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0013/P
nhia_hcp_0130,Gloryland-inri med. Center,hospital,Bayelsa,,,"7 DSP-Julius Berger Expressway, Yenagoa",,,NHIA directory code BY/0061/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0061/P
nhia_hcp_0131,"Niger Delta University Teaching Hospital, Bayelsa",hospital,Bayelsa,,,"Okolobiri, Gbarain-Ekpetiama Yenagoa, Bayelsa State.",,,NHIA directory code BY/0075/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0075/P
nhia_hcp_0132,NIGERIAN LAW SCHOOL CLINIC-BY/00,clinic,Bayelsa,,,,,,NHIA directory code BY/0097/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0097/P
nhia_hcp_0133,RIPUS HOSPITAL LTD,hospital,Bayelsa,,,"No. 5 Dikebi Lott street Ekeki Yenagoa, Bayelsa state.",,,NHIA directory code BY/0070/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0070/P
nhia_hcp_0134,St. Peter's Hospital,hospital,Bayelsa,,,"No. 27 St Peter's Hospital Street Amarata, Yenogoa",,,NHIA directory code BY/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0007/P
nhia_hcp_0135,Tobis Clinic,clinic,Bayelsa,,,"KM 14 Melford Okilo Express Way,Akenfa- Yenogoa, Bayelsa State.",,,NHIA directory code BY/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0012/P
nhia_hcp_0136,Yenogoa Hospital & Maternity,clinic,Bayelsa,,,"Yenogoa, Bayelsa",,,NHIA directory code BY/0067/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BY/0067/P
nhia_hcp_0137,45 Nigerian Airforce Hospital,hospital,Benue,,,"Nigeria Air Force Base, Makurdi, Benue State.",,,NHIA directory code BN/0059/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0059/P
nhia_hcp_0138,Baki Hospital,hospital,Benue,,,"47 Gyado Hospital road Opp. Base Garden GRA, Gboko",,,NHIA directory code BN/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0007/P
nhia_hcp_0139,Benonil Hospital,hospital,Benue,,,"7, Zion Str Wurukum Makurdi, Benue State",,,NHIA directory code BN/0065/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0065/P
nhia_hcp_0140,Benue State University Teaching Hospital.,hospital,Benue,,,BSUTH Gboko rd.,,,NHIA directory code BN/0163/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0163/P
nhia_hcp_0141,Benue State University Teaching Hospital.,hospital,Benue,,,"BSUTH Gboko rd. Behind Tile Ankpa Ward Makurdi, Benue State.",,,NHIA directory code BN/0162/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0162/P
nhia_hcp_0142,Bishop Murray Medical Centre,clinic,Benue,,,"Close To St. Theresa Church, High Level Makurdip.o.box 50",,,NHIA directory code BN/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0018/P
nhia_hcp_0143,Cottage Hospital/Comprehensive Health Centre,clinic,Benue,,,"Benue State Police Command, Makurdi, Benue State",,,NHIA directory code BN/0064/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0064/P
nhia_hcp_0144,Federal Medical Centre - Makurdi,clinic,Benue,,,"Makurdi, Benue State. 08052636256, 07032553541,",,,NHIA directory code BN/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0012/P
nhia_hcp_0145,FEDERAL UNIVERSITY OF HEALTH SC,hospital,Benue,,,,,,NHIA directory code BN/0527/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0527/P
nhia_hcp_0146,First Fertility Hospital Ltd.,hospital,Benue,,,"Plot BNB 5827, Behind Tile AnkpaWard Benue State",,,NHIA directory code BN/0155/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0155/P
nhia_hcp_0147,FOUNDATION MEMORIAL HOSPITAL,hospital,Benue,,,Benue State,,,NHIA directory code BN/0194/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0194/P
nhia_hcp_0148,"GENERAL HOSPITAL, GBOKO",hospital,Benue,,,"OFF FGGC LESSEL ROAD GBOKO, BENUE STATE",,,NHIA directory code BN/0005/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0005/P
nhia_hcp_0149,Grace Cottage Hospital,hospital,Benue,,,"7, David Mark Bye Pass, Makurdi",,,NHIA directory code BN/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0030/P
nhia_hcp_0150,Hemko Hospital,hospital,Benue,,,"km7 Alaide rd,kanshio village, p.o.box 1561 makurdi, Benue state.",,,NHIA directory code BN/0025/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0025/P
nhia_hcp_0151,Homa Hospital,hospital,Benue,,,"Plot H4/18 Hudco Estate, High level, Makurdi, Benue state.",,,NHIA directory code BN/0504/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0504/P
nhia_hcp_0152,IHOTU CLINIC & MATERNITY,clinic,Benue,,,OTUKPO BENUE STATE,,,NHIA directory code BN/0111/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0111/P
nhia_hcp_0153,Immaculate Conception Hospital,hospital,Benue,,,"No 10 WaILOMayo, High Level, Makurdi",,,NHIA directory code BN/0020/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0020/P
nhia_hcp_0154,Madonna Health Service Ltd.,hospital,Benue,,,"(MADONNA HOSPITAL) NEW BRIDGE ROAD, BEHIND UNION BANK MKD, BENUE STATE",,,NHIA directory code BN/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0015/P
nhia_hcp_0155,Myom Hospital,hospital,Benue,,,,,,NHIA directory code BN/0158/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0158/P
nhia_hcp_0156,NKST Hospital,hospital,Benue,,,"Mkar- Gboko , Benue State.",,,NHIA directory code BN/0137/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0137/P
nhia_hcp_0157,Pampas Hospital & Maternity,clinic,Benue,,,"27, Iyorchia Ayu Road, Wurukum Makurdi.",,,NHIA directory code BN/0028/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0028/P
nhia_hcp_0158,Pishon Women Specialist Clinic,clinic,Benue,,,,,,NHIA directory code BN/0130/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0130/P
nhia_hcp_0159,Queen's Clinic,clinic,Benue,,,"16, Railway Close, High Level Makurdi",,,NHIA directory code BN/0029/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0029/P
nhia_hcp_0160,Rahama Clinic & Maternity,clinic,Benue,,,"12, Brewery Qtrs Opp Benue State University Medical School Gboko Rd Makurdi,",,,NHIA directory code BN/0068/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0068/P
nhia_hcp_0161,Sandra Hospital,hospital,Benue,,,"24, J.S. Tarka Road, Opp. Maltino Filling Station Barrack , Road, Makurdi.",,,NHIA directory code BN/0019/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0019/P
nhia_hcp_0162,St Mary's Hospital,hospital,Benue,,,"Ichama Road, Okpoga",,,NHIA directory code BN/0114/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0114/P
nhia_hcp_0163,ST. DANIEL'S HOSPITAL,hospital,Benue,,,"No 5 Ochalefu Street, P.O.Box 1122 Otikpo, Benue State.",,,NHIA directory code BN/0052/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0052/P
nhia_hcp_0164,ST. HELEN SPECIALIST HOSPITAL AND,hospital,Benue,,,Otukpo,,,NHIA directory code BN/0473/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0473/P
nhia_hcp_0165,ST. JOHNS HOSPITAL GBOKO-BN/0520,hospital,Benue,,,,,,NHIA directory code BN/0520/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0520/P
nhia_hcp_0166,St. Vincent Hospital.,hospital,Benue,,,"Aliade, Benue State",,,NHIA directory code BN/0154/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BN/0154/P
nhia_hcp_0167,Abbott Clinic & Maternity,clinic,Borno,,,"Damaturu Road, Biu, Borno State",,,NHIA directory code BO/0092/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0092/P
nhia_hcp_0168,Alkome Polyclinic,clinic,Borno,,,"Baga Road, Maiduguri, Borno State",,,NHIA directory code BO/0062/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0062/P
nhia_hcp_0169,BORNO MEDICAL CLINIC,clinic,Borno,,,"NO.8, SIR KASHIM IBRAHIM WAY BORNO STATE",,,NHIA directory code BO/0012/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0012/P
nhia_hcp_0170,City Medical Centre,clinic,Borno,,,"Galadima Ward, Borno State",,,NHIA directory code BO/0051/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0051/P
nhia_hcp_0171,Federal Neuropshychiatry Hospital,hospital,Borno,,,"Off, Baga Road, Fed. Low Cost, Maiduguri",,,NHIA directory code BO/0030/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0030/P
nhia_hcp_0172,Foundation Hospital,hospital,Borno,,,"No. 340, Sabon Lamba Street, Galadima Junction, Maiduguri",,,NHIA directory code BO/0013/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0013/P
nhia_hcp_0173,"GENERAL HOSPITAL, ASKIRA/UBA",hospital,Borno,,,"ASKIRA UBA, LASSA TOWN, BORNO STATE",,,NHIA directory code BO/0001/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0001/P
nhia_hcp_0174,"GENERAL HOSPITAL, BIU",hospital,Borno,,,"ALONG YOLA ROAD, BIU LGA, BORNO STATE,",,,NHIA directory code BO/0003/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0003/P
nhia_hcp_0175,Hirku Clinic & Maternity,clinic,Borno,,,"Damaturu Road, Biu, Borno State.",,,NHIA directory code BO/0067/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0067/P
nhia_hcp_0176,Kanem Hospital & Maternity,clinic,Borno,,,"152, Tafawa Balewa Way. Opp. Lamisula Police Barrack, Maiduguri",,,NHIA directory code BO/0017/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0017/P
nhia_hcp_0177,Kwatam Medical Clinic,clinic,Borno,,,"Opposite Confer Cleaner, Baga Road, Maiduguri, Borno State,",,,NHIA directory code BO/0065/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0065/P
nhia_hcp_0178,Nakowa Specialist Hospital,hospital,Borno,,,"16 Lagos Street Along Govt. House Road, Maidugurin",,,NHIA directory code BO/0018/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0018/P
nhia_hcp_0179,Nig Arabic Language Village Hospital,hospital,Borno,,,Ngalla Borno,,,NHIA directory code BO/0095/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0095/P
nhia_hcp_0180,"Nursing Home, Maiduguri",hospital,Borno,,,"Behind Nhis Zonal Office, Off Shehu Laminu Way, Maiduguri",,,NHIA directory code BO/0015/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0015/P
nhia_hcp_0181,Royal Specialist Hospital,hospital,Borno,,,"Opp Gombole Road, Maiduguri",,,NHIA directory code BO/0142/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0142/P
nhia_hcp_0182,STATE SPECIALIST HOSPITAL,hospital,Borno,,,"ALONG SHEHU LAMINU WAY,BORNO STATE",,,NHIA directory code BO/0014/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0014/P
nhia_hcp_0183,Taimakon Jama A Clinic & Mat.,clinic,Borno,,,"Maiduguri, Borno.",,,NHIA directory code BO/0011/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0011/P
nhia_hcp_0184,University of Maiduguri Staff Clinic,clinic,Borno,,,"Bama Road, Maiduguri, Borno State",,,NHIA directory code BO/0093/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0093/P
nhia_hcp_0185,University Of Maiduguri Teaching Hospital,hospital,Borno,,,"P.M.B.1068 Along Bama Rd., Maiduguri",,,NHIA directory code BO/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0007/P
nhia_hcp_0186,Zaman Clinic & Annex,clinic,Borno,,,"87/89 Sir Kashim road, Maiduguri, P.O.BOX 173, Gamboru Ward, Maiduguri",,,NHIA directory code BO/0019/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0019/P
nhia_hcp_0187,Alheri Hospital,hospital,Bornu,,,Borno state,,,NHIA directory code BO/0150/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0150/P
nhia_hcp_0188,Alpine Specialist Hospital,hospital,Bornu,,,BORNO STATE,,,NHIA directory code BO/0154/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0154/P
nhia_hcp_0189,Hawfad Memorial Clinic,clinic,Bornu,,,Borno state,,,NHIA directory code BO/0159/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,BO/0159/P
nhia_hcp_0190,"146 Bn MRS, Calabar",hospital,Cross River,,,"Calabar, Cross River State",,,NHIA directory code CR/0062/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0062/P
nhia_hcp_0191,Arubah specialist hospital,hospital,Cross River,,,cross river,,,NHIA directory code CR/0159/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0159/P
nhia_hcp_0192,Bakor Medical Centre,clinic,Cross River,,,"124 MURTALA MUHAMMED HIGHWAY OPPOSITE OANDO/NNPC PETROL STATIONS FEDERAL HOUSING ESTATE, Calabar.",,,NHIA directory code CR/0007/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0007/P
nhia_hcp_0193,BENSON CLINIC & MATERNITY,clinic,Cross River,,,"OPP. MOTOR PARK, FOUR CORNERS, IKOM, CRS",,,NHIA directory code CR/0033/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0033/P
nhia_hcp_0194,Calabar Women and Children Hospital,hospital,Cross River,,,164/165 Murtala Mohammed Way Calabar,,,NHIA directory code CR/0149/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0149/P
nhia_hcp_0195,City Clinic,clinic,Cross River,,,"101 Ndidem Isang, Isong Road, Calabar",,,NHIA directory code CR/0006/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0006/P
nhia_hcp_0196,COUNTY SPECIALIST HOSPITAL,hospital,Cross River,,,"18 CALABAR ROAD,FOUR CORNER SQUARE, IKOM,C.R.S",,,NHIA directory code CR/0051/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0051/P
nhia_hcp_0197,DANEX MEDICAL CENTRE,clinic,Cross River,,,"5, Danex Road, Ugep, CRS.",,,NHIA directory code CR/0046/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0046/P
nhia_hcp_0198,Efkam Clinic,clinic,Cross River,,,"107 Ndidem Usang Iso Road, Calabar",,,NHIA directory code CR/0010/P,,,area,https://integratedhealthcareltd.com/provider-directory-nhia/,2026-04-23T11:40:35Z,CR/0010/P
